label,sentence1
1,"state v. andrus, 250 la. 765, 199 so.2d 867 (1967), and state v. green, 244 la. 80, 150 so.2d 571 (1963) are specifically overruled."
1,"we, therefore, overrule jackson and its progeny and hold that where the evidence authorizes a finding that a defendant's reckless conduct is an included crime in an aggravated assault, verdicts finding him guilty of both of those offenses are not mutually exclusive."
0,"when officer darrell sexton went to the petitioner's residence, the petitioner refused to allow officer sexton inside the residence and spoke to him through a security door."
1,"in our judgment, robinson mandates the conclusion that gonzales is no longer good law and must be deemed overruled."
0,"id. at 943-44 (citing rosado v. state, 1 so. 3d 1147, 1148 (fla. 4th dca 2009))."
0,"the fifth circuit relied on harbison v. bell, 556 u. s. 180 (2009), in which a prisoner appealed from an order that denied counsel under 3599 for a state clemency proceeding but that did not address the merits of any habeas petition."
0,"the court also observed that a major fund raiser """"pleaded guilty to a charge of violation of 18 u.s.c.  600, in having promised, in 1971, a more prestigious post to ambassador (to trinidad) j. fife symington, in return for a $100,000 contribution to be split between 1970 senatorial candidates designated by the white house and mr. nixon's 1972 campaign."""""
0,"united states v. callahan, 801 f.3d 606, 616 (6th cir. 2015)."
1,"in order that there can be no question in the future about the matter, we hereby overrule the southern paint mfg. co., inc., v. crump, supra, to the extent that it conflicts with our holding here."
0,appellant appeals.
0,"b.a. appealed, and the court of appeals affirmed."
0,"at the very least, this court ought to address the problem created by kar because, as this case illustrates, kar is distorting the burden of proof in this important area of the law."
0,"why close? because, says the fan, the phillies lost each inning by only one run."
0," pace v edel-harrelson, 499 mich 1, 5 (2016)."
1,"we now overrule our prior decisions in williams and nikaido, and hold that wetzel's claim was not time-barred under the applicable statute of limitations."
1,"we disapprove the opinion in brawner v. arellano, 757 s.w.2d 526 (tex.app.  san antonio), pet. dism'd by agr., 758 s.w.2d 756 (tex. 1988), to the extent that it is inconsistent with our holding herein."
0,"after the adoption of a historic preservation plan for any historic district, """"all governmental agencies shall be guided by and give due consideration to the plan in any official acts affecting the area."""""
1,"the contrary holding in konstantinidis v. the s.s. tarsus, 196 f. supp. 433 (e.d.n.y. 1961), is disapproved, as are similar intimations in miravalles compania naviera, s.s. v. nissho co., 207 f. supp. 716 (e.d.n.y. 1962) and ships freights inc. v. farr, whitlock co."
1, upon further consideration we reverse our prior ruling in this case and overrule our holding in butera and its progeny.
0,"(in re victor l. (2010) 182 cal.app.4th 902, 910 (victor l.).)"
1,all previous opinions of this court upholding immunity of the sovereign are hereby overruled.
0,the majority correctly notes that abandonment of the doctrine and reversal is not yet compelled in this case by the united states supreme court's first amendment jurisprudence.
0,"if there is no genuine issue as to any material fact and the moving party is entitled to a judgment as a matter of law, the district court should grant the motion for summary judgment."
1,three circuits  two sitting en banc  have disagreed with farrakhan i and concluded that felon disenfranchisement laws are categorically exempt from challenges brought under section 2 of the vra.
1,"to the extent that hudson provides otherwise, it is overruled."
1,"for these reasons we believe that board of education v. chattin, supra, should be overruled to the extent that it conflicts with the views herein set out."
0,"it seems to me, to the contrary, that there was virtually nothing more to be said."
1,we overrule hughes v. state to the extent that it contradicts our holding in this case.
1,we also overrule or disapprove of the following cases to the extent they permitted special verdict forms in habitual offender proceedings which did not allow the jury to find that the defendant was not a habitual offender even though there was a finding that the state had proven beyond a reasonable doubt that defendant had accumulated two prior unrelated felony convictions
0,"construed in a light most favorable to support the jury's verdict, the evidence was sufficient to authorize a rational trier of fact to find edge guilty beyond a reasonable doubt of peeping tom."
1,"the holding in associated is rejected inasmuch as we believe the district court placed undue emphasis on section 316(a), which we have found must be read in context with the other sections of the code, and also on that area of legislative history which we have found inconclusive."
0,"thus, reliance on the statutory definition would impair the court's analysis because it would not provide a useful comparison to the court's descriptive dictionary definitions of """"producing"""" and """"fabricating."""""
1,"based on the above analysis, we conclude that williams was wrongly decided, and we hereby overrule it."
1,"a majority of the justices of this court voted to consider this appeal en banc, and we overrule mcgregor to the extent it can be read to support jurisdiction in this court over an appeal from a judgment of a county court on an appeal from small claims court."
1,we accordingly quash tricam industries and disapprove of nissan motor and nacra.
0,"people v. donoho, 204 ill. 2d 159, 170 (2003)."
0,"see tex. code crim. proc. ann. art. 38.23 (west 2005) (providing that no evidence obtained in violation of constitution shall be admitted against accused and that """"[i]n any case where the legal evidence raises an issue hereunder, the jury shall be instructed that if it believes, or has a reasonable doubt, that the evidence was obtained in violation of the provisions of this article, then and in such event, the jury shall disregard any such evidence so obtained"""")."
